2,2303
2,2396
3,2303
5,14
5,59
6,33
6,1644
6,4248
11,1
11,306
12,3
13,4
14,27
14,2721
15,6
15,11447
16,8
16,76
16,119
16,157
16,201
16,321
16,591
16,2996
16,4524
16,5358
16,5755
16,5975
16,6916
16,7025
16,7330
16,8659
16,9349
16,11239
16,14937
16,17513
16,30268
16,53667
16,53668
16,53669
16,53670
16,53671
17,47
17,248
17,2268
17,2452
18,5
18,9
19,4
19,12372
20,49
20,77
21,13723
22,2
22,130
24,14
24,59
24,39121
25,33
25,1522
25,14440
25,19934
26,15
26,16
27,163
28,60
28,26663
30,11671
33,171
33,6194
35,18
35,306
38,10039
38,10059
38,10146
55,5084
55,11230
58,2
58,130
58,19936
59,12
59,429
59,6363
62,385
62,8411
63,33
63,507
63,17031
64,357
64,10565
64,11736
64,11737
65,23
65,24
66,5
66,97
66,171
67,15
67,89
67,91
67,93
67,95
67,315
67,703
67,850
67,4508
67,6916
67,7307
68,10214
69,84
69,85
69,86
69,711
69,6402
70,126
70,171
70,1171
70,6194
70,16311
71,288
71,686
71,694
71,718
71,10163
71,10462
73,12
73,924
73,11308
74,4
74,27
74,44
74,56
75,8601
76,98
76,6194
77,491
77,506
77,598
77,34446
78,5798
78,6194
78,7965
79,724
79,2269
80,97
80,98
80,11509
81,29
82,33
82,675
82,52844
82,52845
82,52846
83,22376
85,1
85,4
86,74
86,75
87,1
87,4
88,137
88,12360
89,1
89,4
90,4
90,30
91,85869
93,5
95,130
95,9195
95,11533
96,4
96,30
96,10288
97,2
97,558
98,27
98,33
98,1645
98,14440
98,21904
98,21905
98,21906
99,82
99,83
100,146
100,491
100,1382
100,13419
100,21920
101,5
101,9
102,76
103,441
103,46059
103,46060
104,1972
104,7025
105,33
105,56
105,20448
106,306
106,840
106,1302
106,1885
106,5263
106,5264
107,441
107,3287
107,13419
108,591
108,1610
109,183
109,591
109,850
110,38
110,183
110,591
110,1245
111,33
112,76
113,139
113,254
113,685
113,11554
113,11555
113,11556
113,11557
114,9195
114,10282
115,37
115,1382
115,10163
116,7
117,4
118,79
118,80
118,6194
118,8601
118,45778
118,55512
120,11
120,12
120,5237
121,11
121,12
121,5237
122,11
122,12
123,60
123,286
124,1587
127,1587
128,14
128,10342
128,12516
128,20192
129,10342
132,10932
132,14563
133,2401
133,2402
134,33
134,2092
134,5870
134,9195
134,10163
135,39
136,8411
137,5
138,33
139,11672
140,6780
140,9335
140,11736
141,185
141,306
141,2214
141,3334
142,1246
142,3997
142,10146
142,10565
143,33
144,45
144,6116
144,7025
145,123
145,125
146,58
146,2269
146,2798
146,10565
146,12205
146,20289
146,20290
146,20291
147,53
147,10897
147,10932
148,78
149,528
149,882
149,3363
149,6999
149,9155
149,10919
149,10920
149,10921
150,4
152,4
153,70
154,4
155,429
155,923
155,6194
155,9993
155,9996
156,223
156,235
156,698
156,758
156,980
157,4
158,7594
159,47
159,99
160,11793
161,79
161,129
161,172
161,2596
161,6194
161,24939
162,306
163,79
163,129
163,2596
163,6194
163,12202
164,4
164,11355
165,33
165,56
165,20448
166,9
166,7961
166,28766
167,763
167,840
167,1178
167,19116
168,4
169,306
169,840
169,1302
169,1885
170,284
170,10889
171,9
171,7961
171,28766
172,4
173,3166
174,4
175,9
176,35
176,2061
176,23019
176,55405
177,559
178,2231
178,8411
179,33
179,694
179,932
179,10163
179,11581
179,20194
180,27
180,44
180,56
180,306
180,766
180,26265
180,76068
182,6194
182,14315
182,70319
183,33
184,14
185,88
185,6194
186,308
186,816
186,826
186,1204
186,2116
186,21962
187,7405
187,10807
187,53009
189,14
189,10807
189,11005
189,11006
189,13241
189,29076
189,41658
192,4606
192,7110
192,20091
192,45693
193,4
194,591
194,592
194,4411
194,5358
194,12000
194,23446
194,25020
194,27897
194,30994
195,4
196,33
196,56
196,20448
197,4564
197,7965
197,11353
198,60
199,4
199,76068
200,4
201,4
203,120
204,141
204,144
204,534
204,11788
205,35
205,60
205,564
205,1205
205,2760
205,7495
205,11912
205,19834
207,9195
207,10282
211,402
212,6194
213,8411
214,35
214,2061
214,23019
215,35
215,1053
215,2061
215,23019
215,64651
216,10869
216,11626
217,1
217,4
218,41
218,1280
218,3952
218,4764
218,7745
219,49
220,6194
221,6194
222,50
222,51
223,1553
224,52
224,6804
225,6804
225,12838
226,43
226,54
226,307
226,1422
226,11351
227,70
227,6194
228,12372
229,33
231,129
231,6194
231,6735
231,7786
231,20665
231,20666
232,33
233,14150
233,14772
234,55
235,5
235,1153
235,90896
235,90897
236,105
236,11840
236,39250
237,11561
238,4
238,10211
239,219
239,11982
240,4
240,536
241,508
241,644
241,4198
241,6194
241,10104
241,68551
242,4
243,32
243,9195
244,6
245,33
246,567
246,568
246,569
246,570
247,60
247,52795
248,1044
249,18
249,306
250,165
251,4
252,4
252,3434
253,60
253,7576
253,10761
254,11
254,33
254,68
254,69
255,53
255,64
256,65
256,66
256,67
257,355
257,2979
257,6732
258,72
258,73
259,53
260,4978
260,10932
261,100
261,8411
262,306
262,10214
265,101
265,7333
265,8658
265,14309
266,109
266,1714
266,10000
267,49
267,591
267,7832
268,1382
268,4357
268,6194
269,249
269,10906
269,10907
271,113
271,115
271,3221
271,6181
271,12984
272,429
272,923
272,6194
272,9993
272,9996
272,19231
273,116
273,117
274,41
274,55072
275,1382
275,10163
276,121
276,122
276,124
276,201
277,126
277,7733
277,7734
277,7735
277,7736
278,97
278,6194
279,6194
280,574
280,1280
280,5358
280,14723
280,61409
281,574
284,60
284,11241
285,2
285,130
285,19936
286,736
287,41
287,1312
288,60
288,893
289,6194
290,306
290,10163
290,11273
292,2448
293,5
294,8888
294,80277
296,5
296,763
296,6194
296,7340
296,19116
296,23636
297,33
297,136
298,79
298,129
298,2596
298,6194
299,6194
299,67993
300,9
300,591
300,5358
300,6586
300,11911
300,11912
301,6194
302,83
302,104
302,147
302,148
302,149
302,150
303,6
306,4
306,30
307,153
307,193
308,208
308,10146
308,22456
309,156
309,3221
309,11672
310,33
310,158
310,159
310,160
311,6194
311,7965
312,101
312,162
313,163
313,164
314,79
314,813
314,6194
314,52945
314,52946
314,52947
315,170
316,166
317,122
317,167
317,168
317,169
318,1490
319,342
319,3322
319,6194
319,10210
320,129
320,1088
320,1089
321,4096
322,79
322,171
322,172
322,6194
326,12
327,528
327,567
327,6516
327,11561
327,11562
327,11563
329,33
329,56
330,33
330,56
331,13
331,56
332,2
332,175
332,20477
333,176
334,12
334,178
334,179
335,4
335,218
335,11386
336,60
336,218
336,1110
337,189
338,46
338,201
338,1972
339,181
339,182
339,183
339,184
339,185
339,186
339,187
340,11345
340,11509
340,12808
340,54285
342,161
343,4
344,191
344,5011
344,8465
345,194
345,195
345,385
345,6194
346,882
347,196
347,86602
348,306
348,19747
349,208
350,306
350,444
350,445
350,682
350,711
363,200
363,201
363,203
363,204
363,7201
363,11731
364,1382
364,6194
377,12
377,1531
378,306
378,11273
379,306
379,11273
380,60
380,206
381,4
387,209
387,210
387,441
387,1704
387,7025
387,11344
388,23
388,33
388,4319
389,60
389,10212
390,8366
390,11143
390,36229
391,60
391,5755
391,10481
391,19498
392,14
392,903
392,65781
393,14
393,59
393,39121
395,248
395,264
395,306
395,1302
395,11345
395,19747
395,19828
395,19829
395,19834
395,19835
395,76043
396,1684
397,306
397,1382
397,10163
397,34207
398,58
398,213
398,214
398,11715
398,12200
398,54280
398,54281
400,14
401,43
401,215
401,216
401,11728
401,11729
402,559
402,5358
402,14723
403,80
403,2630
403,6194
404,2
404,181
404,373
404,635
404,637
404,694
404,5358
404,7832
404,59423
405,217
406,802
406,1382
406,5358
406,5869
406,16366
406,22684
406,68517
406,68518
407,4606
407,67261
408,3166
409,14
409,12204
410,166
410,1972
411,5888
411,10221
414,6194
414,31080
415,1382
415,6194
421,9195
421,23449
422,9387
422,10882
423,208
423,250
423,260
423,264
423,266
423,267
423,268
423,269
423,271
423,355
423,694
423,4247
423,5358
423,10201
423,19150
423,31087
424,33
424,56
425,306
425,9383
425,11749
426,4
426,10715
427,7816
427,13800
427,21172
427,30847
427,93469
427,93470
429,60
429,5755
429,7508
429,42498
430,219
431,806
431,21953
431,22207
431,22208
431,22209
431,22210
431,22211
433,3166
434,230
435,35
435,306
435,347
435,11362
435,54502
436,8
436,2291
436,7429
437,35
437,768
438,3547
438,7035
438,44323
439,220
439,221
439,222
439,10932
440,306
440,444
440,1302
440,19747
441,8
441,191
441,267
441,694
441,1784
441,10565
442,227
442,228
442,6339
442,6416
445,223
445,224
445,225
445,310
445,315
445,591
445,850
445,1704
445,5358
445,5870
445,6916
445,7025
445,10273
445,11388
445,11389
451,60
451,15547
452,76
452,639
453,23
453,27
453,33
454,240
454,306
455,43
455,1490
455,2406
455,2452
457,241
458,2122
459,59425
459,59426
460,46
460,162
460,201
460,1972
462,216
464,242
464,2495
464,7937
465,243
465,244
466,6174
466,6194
467,245
467,246
467,247
467,248
467,1178
467,5358
468,8
470,10059
470,10887
470,10888
471,259
473,379
473,7503
473,22566
473,22567
475,273
475,4051
476,251
479,4
479,258
480,307
480,6235
480,10932
481,256
481,257
482,8411
482,12145
483,261
488,60
488,262
488,3632
489,14
489,2253
489,23201
490,6181
490,10932
492,37
492,278
492,279
493,8411
493,12145
494,8411
494,12145
496,306
496,20567
497,97
497,3982
497,6194
499,109
499,14683
500,285
500,1632
500,26198
501,274
502,441
503,449
503,1633
503,6194
503,14024
503,18990
503,19943
504,28
505,276
505,277
505,14723
506,33
507,285
508,33
508,284
508,694
508,10163
509,282
509,283
509,10163
509,31080
510,60
510,286
510,6194
511,52
511,6804
512,288
512,289
512,290
512,291
513,2141
513,2142
521,6194
522,9195
523,201
523,7025
523,7333
523,16110
523,17834
524,33
524,10898
524,11583
524,11584
525,33
526,306
526,6194
527,293
527,294
527,295
530,297
531,297
532,297
533,297
533,521
534,5
534,4021
534,4022
534,6194
535,4
537,309
537,310
537,311
537,313
537,314
539,4
539,33
539,10717
540,769
540,2313
540,3287
540,10039
541,298
542,299
542,300
542,301
542,303
542,304
543,51816
544,306
546,307
546,308
547,316
547,9195
548,3214
549,53009
549,93380
549,93381
550,306
550,508
550,711
550,20555
550,54050
550,54051
550,54052
551,306
551,10281
552,317
553,76
553,119
553,320
553,321
553,591
553,3221
553,5975
553,6916
553,7777
553,11239
553,12023
553,12045
553,12390
553,17513
553,30268
553,53873
553,53874
553,53875
553,53879
554,318
557,5
557,19551
558,5
558,326
558,19551
559,5
559,326
559,19551
560,323
561,79
561,429
561,430
561,431
561,432
561,433
561,434
561,435
561,6194
562,306
562,1073
562,1885
563,559
563,9195
563,23434
564,33
564,11462
565,27
565,6363
565,49325
567,4
568,23
568,33
570,243
570,5358
570,6916
570,8277
570,15130
570,18367
570,79023
571,10715
572,327
572,328
573,33
574,4
575,191
575,330
575,1107
575,52109
576,4051
577,364
577,441
578,33
578,1865
579,33
580,33
581,335
581,2630
582,201
582,336
582,337
582,7333
583,20076
583,58752
584,24
584,33
584,333
584,26281
585,2
585,3
