"PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD"
3665641,1972,4533,1968,"US","LA",,1,,446,6,62,,6,,0.5,,24.5,,,,,
5309490,1994,12541,1991,"US","CT",112595,2,6,376,4,44,4,3,1,0.6667,0.75,5.3333,10,0.5,0.5,1,0.3333
3679799,1972,4589,1970,"CH","",104245,2,,514,3,31,,0,,,,,,,,,
4993481,1991,11372,1989,"JP","",10950,7,19,165,6,66,13,3,1,0.4444,0.2722,4.3333,12.2308,0,0,0.3333,0.3333
5552105,1996,13395,1995,"US","NH",722138,2,7,264,5,51,38,0,0.6316,,0.5174,,28.3421,0,0,,
3611461,1971,4302,1969,"US","MD",,1,,114,5,55,,7,,0,,18.2857,,,,,
5829799,1998,14186,1996,"JP","",415780,3,15,292,6,69,14,0,1,,0.5714,,15.7143,0,0,,
5129164,1992,11883,1990,"US","TX",,1,9,34,1,19,14,1,0.9286,0,0.2722,6,21.0714,,,,
4021973,1977,6339,1976,"US","IN",283065,2,9,52,6,69,7,39,1,0.5378,0.449,12.2564,5.5714,0,0,0,0
4408511,1983,8684,1981,"DE","",359230,3,4,84,6,69,3,3,1,0.6667,0.4444,9,7.3333,0,0,0,0
5660963,1997,13752,1995,"JP","",87490,3,50,430,1,19,14,3,0.6429,0.4444,0,2.3333,20.5,0.4444,0.2857,0.3333,0.3333
5802102,1998,14123,1997,"US","NY",729995,2,12,375,2,21,18,2,1,0,0.5309,0.5,10.7778,0,0,1,1
4006888,1977,6248,1975,"US","FL",,1,12,366,1,19,8,1,0.625,0,0.64,5,14.75,,,,
4963979,1990,11246,1989,"US","IN",466190,2,8,348,4,49,6,4,1,0.375,0,3.25,3.6667,0,0,0,0
5548553,1996,13381,1994,"US","CA",147695,2,10,365,2,24,2,6,1,0,0,2.6667,10,0,0,0,0
5081964,1992,11708,1991,"US","NC",,1,15,123,5,53,18,0,0.7778,,0.4592,,19.3889,,,,
5330103,1994,12618,1993,"US","CA",703036,2,17,239,5,59,27,8,0.9259,0.375,0.4384,2.5,14.6296,0,0,0,0
5613464,1997,13598,1994,"US","KS",,1,4,119,6,61,11,0,0.2727,,0,,68.8182,,,,
5145173,1992,11939,1991,"US","MI",685654,2,7,273,6,62,22,3,0.5455,0,0.1528,5,32.0455,0,0,0,0
5937740,1999,14473,1998,"JP","",380455,3,,99,6,61,4,0,1,,0.375,,4.5,0.5,0.5,,
4403163,1983,8649,1981,"DE","",77780,3,5,310,4,45,3,11,0.6667,0.4298,0,9.9091,14.3333,0.5,0.3333,0,0
4506346,1985,9209,1982,"US","NJ",706518,2,15,711,2,24,12,15,1,0.7378,0.8056,6.4,3.6667,0.25,0.25,0.2667,0.2667
5923944,1999,14438,1996,"US","OH",218550,2,,428,6,69,19,0,0.8947,,0.8166,,18.5789,0.0625,0.0526,,
4162048,1979,7144,1978,"JP","",487235,3,5,242,5,51,7,9,0.1429,0,0,5.7778,22,0,0,0.4444,0.4444
5029518,1991,11512,1989,"US","MI",107120,2,4,454,5,59,17,9,0.8235,0.7407,0.6531,5.7778,16.5882,0,0,0,0
4748809,1988,10385,1986,"JP","",14020,3,3,60,4,45,5,8,1,0.7813,0.56,4.25,9,0,0,0,0
5315479,1994,12562,1993,"US","WI",126330,2,4,361,4,45,7,1,1,0,0.449,2,6.7143,0.4286,0.4286,0,0
3395323,1968,3133,1964,"US","NY",,1,,318,4,45,,8,,0,,12.125,,,,,
5150776,1992,11960,1991,"US","OH",,1,5,190,6,69,29,2,0.3793,0.5,0.5124,5,45.3793,,,,
3376229,1968,3014,1964,"US","NJ",,2,,510,1,19,,27,,0.1372,,19.6667,,,,,
5426894,1995,12961,1993,"US","GA",,1,15,49,5,59,24,4,0.75,0.375,0.6049,3.5,22.4167,,,,
5985000,1999,14564,1998,"JP","",210715,3,,75,5,52,3,0,1,,0.4444,,6.3333,0,0,,
5616426,1997,13605,1995,"US","NY",88550,2,7,428,6,69,30,2,1,0.5,0.7578,2.5,9.6333,0.0714,0.0667,0,0
5197637,1993,12142,1991,"DE","",690756,3,20,222,1,19,5,11,1,0.314,0,4.3636,4,0,0,0,0
4765946,1988,10462,1986,"FR","",206710,3,4,376,4,44,8,5,0.875,0,0.6122,6,17.625,0,0,0,0
5536156,1996,13346,1994,"US","NJ",706042,2,9,424,3,31,21,0,1,,0.4626,,11.3333,0.05,0.0476,,
3135822,1964,1614,,"US","IL",,2,,174,4,41,,5,,0.56,,,,,,,
5582362,1996,13493,1995,"US","TX",,1,4,242,5,51,11,1,0.9091,0,0.54,1,13.1818,,,,
5169925,1992,12030,1990,"DE","",254145,3,11,528,1,15,1,7,1,0.6122,0,5.1429,10,1,1,0.5714,0.5714
4135698,1979,6962,1977,"DE","",10985,3,16,251,5,53,4,5,0.5,0.72,0.5,9,29,0,0,0.2,0.2
5329799,1994,12618,1993,"JP","",582975,3,24,72,5,52,13,0,0.6154,,0,,31.6923,0,0,,
4382470,1983,8530,1981,"US","CA",,1,8,166,6,64,9,1,0,0,,15,48.2222,,,,
3984510,1976,6122,1975,"US","OH",773211,2,6,264,5,51,6,15,0.8333,0.7289,0.56,11.5333,8,0.5,0.1667,0.0667,0.0667
5988859,1999,14571,1997,"US","AZ",,1,,700,2,22,11,0,1,,0.3967,,5,,,,
4016545,1977,6304,1975,"US","FL",242085,2,22,711,2,24,5,33,1,0.7952,0,10.8182,2.8,0,0,0,0
3839276,1974,5387,1972,"DE","",59340,3,,524,1,15,,7,,0.5714,,7.4286,,,,0,0
4978208,1990,11309,1989,"US","CA",260265,2,23,351,3,39,2,5,1,0.72,0.5,5.6,0.5,0,0,0,0
4278743,1981,7865,1979,"GB","",,1,8,429,4,45,7,3,0.2857,0.4444,0,8.3333,36.5714,,,,
4027838,1977,6367,1976,"US","CT",597550,2,5,340,2,21,10,6,0.7,0.2778,0.7347,8.1667,10.5,0,0,0,0
4782762,1988,10539,1987,"US","IL",587275,2,17,105,5,55,9,11,0.5556,0,0.48,4.7273,36.8889,0,0,0.2,0.1818
5265401,1993,12387,1991,"AU","",696914,3,9,53,6,68,46,2,0.7609,0.5,0.8408,3.5,17.3913,0,0,0.5,0.5
5979922,1999,14557,1997,"US","MI",,1,,280,5,55,25,0,0.8,,0.185,,25.84,,,,
4904843,1990,11015,1988,"JP","",50130,3,14,219,4,49,4,5,1,0,0,6.4,6,0.25,0.25,0,0
5093927,1992,11750,1991,"US","FL",386735,2,12,455,2,21,12,29,1,0.4994,0.4028,2.9655,4.0833,0.4545,0.4167,0.3214,0.3103
4544996,1985,9405,1984,"US","CA",576865,2,13,362,4,42,10,7,1,0.5714,0.32,11.2857,10.1,0.2,0.1,0.25,0.1429
5575747,1996,13472,1995,"US","MI",685021,2,4,493,5,51,39,5,0.9231,0.72,0.6744,1.4,14.9231,0.069,0.0513,0,0
5627316,1997,13640,1995,"BE","",729964,3,14,73,4,43,22,1,0.9545,0,0.712,1,7.5455,0,0,0,0
4944438,1990,11169,1989,"US","AZ",,1,13,224,6,68,16,0,0.375,,0.4444,,47.9375,,,,
4011599,1977,6283,1975,"US","MO",463745,2,23,2,6,63,2,1,0.5,0,0,21,15.5,0,0,0,0
3233826,1966,2230,,"US","PA",,2,,235,5,59,,3,,0,,,,,,,
5992576,1999,14578,1997,"US","ND",774108,2,,188,5,53,32,0,0.8438,,0.6831,,19.0625,0.125,0.0938,,
3750155,1973,4960,1971,"US","WI",295995,2,,340,2,21,,18,,0.7099,,9.8333,,,,0,0
3547076,1970,4001,1967,"US","IL",509305,2,,399,5,54,,5,,0,,12.8,,,,0,0
5213231,1993,12198,1991,"US","NY",451315,2,10,220,6,68,31,0,0.8065,,0.8576,,24.7742,0,0,,
4704934,1987,10175,1987,"US","CA",,1,5,84,6,69,3,16,0.3333,0.7031,0,2.9375,37,,,,
5171986,1992,12037,1991,"US","CT",497495,2,14,250,4,44,9,4,1,0,0.3704,3.25,10.2222,0.5,0.4444,0.6667,0.5
3561223,1971,4057,1968,"US","WI",,1,,405,6,64,,34,,0.3599,,14.5588,,,,,
4954902,1990,11204,1989,"JP","",252865,3,15,386,4,49,6,9,1,0.1975,0.5,4.3333,9,0,0,0.4444,0.4444
3521726,1970,3861,1969,"AT","",240610,3,,181,6,69,,16,,0,,10.625,,,,0.1333,0.125
4754924,1988,10413,1987,"US","WA",,1,7,239,5,59,5,3,0.6,0,0.4444,7.6667,19,,,,
3532606,1970,3931,1968,"US","NJ",,1,,202,1,19,,18,,0.5,,14.6111,,,,,
4581158,1986,9594,1984,"US","MD",633980,2,20,252,1,19,5,21,1,0.8571,0,7.2857,11.8,0,0,0,0
5885047,1999,14326,1996,"US","WA",220005,2,,414,5,51,19,0,0.7368,,0.7041,,23.3684,0,0,,
4787947,1988,10560,1987,"US","NJ",101895,2,14,156,1,19,9,19,0.8889,0.7147,0.75,6.7895,18.5556,0,0,0,0
5823349,1998,14172,1997,"US","TX",686161,2,12,206,6,68,11,0,0.9091,,0.6,,16.5455,0,0,,
5467503,1995,13108,1995,"US","MN",700399,2,9,16,5,59,28,2,0.8571,0.5,0.691,2,17.5,0,0,0,0
4238188,1980,7648,1979,"US","WA",408915,2,10,433,3,39,2,7,1,0,0,9.4286,8.5,0,0,0,0
5727568,1998,13955,1996,"US","OR",,1,16,128,3,32,12,1,0.75,0,0.4938,1,22.9167,,,,
4447377,1984,8894,1982,"US","TN",541995,2,3,264,5,51,11,44,0.9091,0.845,0.88,7.5,13.0909,0,0,0,0
4759750,1988,10434,1986,"US","MI",150185,2,1,604,3,32,3,5,0.6667,0.56,0,6,16.6667,0,0,0,0
4413374,1983,8712,1981,"US","IL",252565,2,5,16,5,59,3,4,0.3333,0.75,0,7.75,47.3333,0,0,0,0
5074807,1991,11680,1990,"US","PA",28145,2,8,439,4,41,16,19,0.9375,0,0.24,4.4737,7.625,0.4,0.375,0.1053,0.1053
4361619,1982,8369,1981,"US","DE",165265,2,11,442,1,11,9,11,0.6667,0.7107,0.6111,9.0909,12.6667,0,0,0.3636,0.3636
3924926,1975,5821,1974,"AT","",127185,3,9,359,5,54,6,2,0.3333,0,0,6,23.5,0,0,0.5,0.5
5883062,1999,14319,1996,"GB","",454215,2,,510,1,19,16,0,1,,0.1172,,5,0.625,0.625,,
5059146,1991,11617,1990,"US","NY",622255,2,13,445,4,42,23,0,0.8261,,0.615,,23.8261,0,0,,
4829798,1989,10728,1987,"US","VA",363810,2,3,70,6,65,5,4,0.4,0,0,5.75,25.2,0,0,0.3333,0.25
5843593,1998,14214,1997,"US","NC",153085,2,25,429,4,45,21,0,0.9048,,0,,16.5238,0,0,,
4456546,1984,8943,1983,"NL","",508865,2,6,252,1,19,10,0,1,,0.34,,5.6,0,0,,
4763803,1988,10455,1987,"NL","",,1,22,215,6,68,16,23,0.5625,0.7561,0.4938,4.9565,33.3125,,,,
5689980,1997,13843,1996,"US","OH",160665,2,32,70,6,65,27,1,0.3704,0,0.5,2,42.1111,0.4,0.0741,0,0
5041866,1991,11554,1990,"JP","",211530,3,11,355,5,54,6,9,1,0.6667,0.6111,3.2222,4.1667,0,0,0.1111,0.1111
4368480,1983,8411,1979,"US","MA",357270,2,3,257,4,46,2,12,1,0.8333,0.5,13,3.5,1,1,0,0
4979969,1990,11316,1989,"DE","",248850,3,19,55,1,13,1,5,1,0.32,0,4.2,2,0,0,0,0
4962293,1990,11239,1989,"US","NY",156885,2,21,219,4,49,9,9,1,0.1975,0.5185,2.7778,3.1111,0,0,0,0
5285329,1994,12457,1990,"JP","",87490,3,9,360,2,24,3,2,1,0,0,3.5,5.6667,0.3333,0.3333,0.5,0.5
5822522,1998,14165,1996,"JP","",302995,3,9,709,2,22,11,0,1,,0.843,,6.9091,0,0,,
3622717,1971,4344,1969,"US","MI",,4,,200,4,41,,2,,0.5,,24,,,,,
3131656,1964,1586,,"US","RI",,1,,108,6,69,,26,,0.213,,,,,,,
5064419,1991,11638,1990,"DK","",,1,7,604,3,32,19,25,0.9474,0,0.1049,4.4,5.8421,,,,
5469862,1995,13115,1994,"US","MN",405255,2,32,600,3,32,17,3,1,0.4444,0.5398,2.6667,9.6471,0,0,0,0
3414459,1968,3259,1965,"US","OH",,2,,428,6,69,,43,,0.6973,,26.0238,,,,,
5935168,1999,14466,1998,"US","CA",55570,2,,623,3,39,44,0,1,,0.8709,,10.5455,0.0789,0.0682,,
5249325,1993,12331,1992,"US","GA",628300,2,8,15,6,69,30,2,0.6667,0.5,0.255,5,26.4,0,0,0,0
4013022,1977,6290,1971,"US","IL",,1,7,108,6,69,11,3,0.3636,0.6667,0.375,16.3333,36.6364,,,,
4311670,1982,8054,1980,"FI","",95,3,2,422,1,19,5,22,0.8,0.814,0.625,6.2727,12.6,0,0,0.1,0.0909
4759452,1988,10434,1987,"US","MN",,1,6,212,5,59,7,2,1,0,0.7347,7,12.1429,,,,
3856427,1974,5471,1972,"US","IL",,1,,408,5,51,,4,,0.375,,13.75,,,,,
5200505,1993,12149,1991,"JP","",559100,3,1,530,1,15,3,4,1,0.375,0,4.25,6,0.3333,0.3333,0.5,0.5
5434557,1995,12982,1992,"IL","",,1,6,340,2,21,4,1,1,0,0,3,7.5,,,,
4144594,1979,7018,1978,"US","TX",,1,18,2,6,63,5,7,0,0.449,,7.1429,36.2,,,,
5020217,1991,11477,1990,"US","IL",218550,2,50,29,5,52,29,1,0.8621,0,0.7136,7,15.7241,0,0,0,0
5203767,1993,12163,1991,"US","CA",,1,20,604,3,32,12,8,0.6667,0.2188,0.375,2.5,30.5833,,,,
3339295,1967,2804,1965,"US","OR",,1,,434,6,69,,1,,0,,21,,,,,
4962326,1990,11239,1988,"US","ID",373440,2,14,326,4,46,10,5,1,0.32,0.34,4.6,7,0,0,0.5,0.4
3799802,1974,5198,1969,"US","NY",,1,,205,1,19,,16,,0.8594,,16.1875,,,,,
4287608,1981,7921,1979,"US","OR",,1,5,2,6,63,8,14,0,0.6122,,13.8571,53.5,,,,
4300048,1981,7984,1979,"FR","",113470,7,3,250,4,44,1,4,1,0.375,0,8.75,10,0,0,0,0
4814036,1989,10672,1987,"US","NH",607260,3,10,156,1,19,16,30,1,0.8089,0.7031,7.4333,8.875,0,0,0.2,0.2
5600680,1997,13549,1995,"JP","",358975,3,7,375,2,21,10,1,1,0,0.62,1,6,0.1,0.1,0,0
5217711,1993,12212,1991,"CA","",,1,5,514,3,31,9,6,1,0.6111,0.5185,4,7.1111,,,,
4033415,1977,6395,1976,"US","OK",238325,2,30,166,6,64,11,33,1,0.6244,0.6116,12.0606,4.9091,0,0,0.0968,0.0909
3267342,1966,2419,,"US","NC",,2,,361,4,45,,14,,0.551,,,,,,,
4014436,1977,6297,1975,"US","NY",60210,2,7,206,6,68,7,4,0.2857,0,0.5,9.25,21.5714,0,0,0,0
5095863,1992,11764,1991,"DE","",478430,3,5,123,5,53,11,0,1,,0.4298,,2.7273,0,0,,
5744275,1998,13997,1997,"US","NY",635240,2,37,430,1,19,8,3,1,0.4444,0,0.6667,11.375,0.75,0.75,1,1
5208522,1993,12177,1987,"DE","",,1,8,318,4,45,6,2,1,0.5,0.6667,7,17.3333,,,,
4690363,1987,10105,1986,"US","CA",,1,10,248,6,69,11,11,0.9091,0,0.48,7.3636,13.8182,,,,
4825206,1989,10707,1988,"US","NY",280070,2,10,340,2,21,9,51,1,0.6528,0,4.14,6,0.125,0.1111,0.2245,0.2157
3507706,1970,3763,1968,"US","DC",597260,6,,136,4,45,,6,,0.5,,10,,,,0,0
4347219,1982,8278,1980,"JP","",256400,3,8,422,1,19,5,13,1,0.7692,0,11.3077,3.4,0,0,0,0
5018154,1991,11463,1990,"JP","",77725,3,21,372,4,42,4,15,1,0.3378,0,2.7333,2,0,0,0,0
4422581,1983,8761,1981,"US","WA",,1,43,241,5,51,13,19,0.6154,0.3546,0.375,10.2105,19.5385,,,,
5025797,1991,11498,1989,"US","MI",,1,11,600,3,32,24,12,0.9583,0.1528,0.1626,4.25,12.7917,,,,
5648930,1997,13710,1996,"US","CO",726769,2,6,365,2,24,33,5,1,0,0.5895,1,4.7576,0,0,0,0
5452795,1995,13052,1994,"US","CO",,1,11,206,6,68,22,6,1,0.5,0.2479,2.5,7,,,,
5775452,1998,14067,1996,"US","CA",716437,2,3,180,5,55,2,2,1,0.5,0,2,5,0,0,0,0
5486477,1996,13171,1993,"US","CT",,1,12,436,1,19,12,1,1,0,0.375,1,12,,,,
3869894,1975,5548,1973,"DE","",424500,2,5,72,5,52,8,2,0.375,0.5,0.6667,14,12.5,0,0,0,0
5113239,1992,11820,1990,"IT","",507680,3,6,257,4,46,3,2,1,0.5,0.6667,2,4.3333,0,0,0,0
4865026,1989,10847,1987,"US","OK",,1,10,606,3,32,10,7,0.7,0.7755,0.5714,7,17.6,,,,
5051990,1991,11589,1990,"JP","",211480,3,11,370,2,21,6,11,1,0.6281,0.4444,3.9091,5.3333,0.1667,0.1667,0.1,0.0909
3674532,1972,4568,1970,"US","NY",160890,2,,430,1,19,,22,,0.5413,,5.7727,,,,0.1818,0.1818
3993963,1976,6171,1974,"US","NJ",706518,2,20,372,4,42,4,31,1,0.7492,0.5,11.5161,3.5,0.25,0.25,0.2069,0.1935
5567495,1996,13444,1994,"US","NJ",112155,2,5,428,6,69,16,1,1,0,0.5781,4,7.3125,0.2143,0.1875,0,0
4402658,1983,8649,1981,"US","TX",438920,2,15,425,5,51,12,4,1,0.625,0.375,11,11.0833,0.2857,0.1667,0.3333,0.25
5504859,1996,13241,1993,"US","NH",280070,2,16,714,2,22,14,5,1,0,0.2551,3,5.4286,0.2143,0.2143,0.2,0.2
4880429,1989,10910,1987,"US","CA",,1,12,623,3,39,24,27,1,0.5542,0.6944,7.2222,7.7917,,,,
5333819,1994,12632,1993,"US","PA",218550,2,5,244,5,55,7,7,1,0.7755,0.6939,3.1429,9,0,0,0,0
4957223,1990,11218,1989,"US","NY",,1,25,222,1,19,5,1,0.8,0,0,6,17,,,,
5839799,1998,14207,1996,"JP","",582975,3,13,303,5,53,3,0,1,,0,,2.6667,0.5,0.3333,,
3677582,1972,4582,1970,"US","MN",293335,2,,403,6,67,,3,,0.4444,,17,,,,0,0
3805058,1974,5219,1971,"US","MO",361390,2,,250,4,44,,5,,0.32,,10.6,,,,0,0
4822486,1989,10700,1987,"US","MI",720896,2,20,210,1,19,5,11,0.8,0,0,6.2727,14.8,0,0,0.5,0.4545
5517578,1996,13283,1993,"US","HI",720599,2,43,382,2,22,29,23,1,0.6465,0.6302,2.5652,4.8621,0,0,0,0
4366901,1983,8404,1981,"US","MN",365520,2,13,206,6,68,6,24,1,0.6042,0.6111,10.9583,7.8333,0.6,0.5,0,0
4823899,1989,10707,1988,"IL","",40355,3,9,180,5,55,13,11,1,0.2975,0.142,6,12.3846,0,0,0,0
4125295,1978,6892,1977,"DE","",615995,3,7,303,5,53,5,22,1,0.7727,0.48,7.1364,5.8,0,0,0,0
5460620,1995,13080,1993,"US","MA",701722,2,23,604,3,32,67,6,0.8657,0.6111,0.821,3,19.4179,0,0,0.3333,0.3333
4691760,1987,10112,1985,"US","WA",70060,2,11,165,6,66,20,1,0.65,0,0.8521,9,19.55,0,0,0,0
4361819,1982,8369,1980,"FR","",574015,3,11,333,2,21,3,4,0.6667,0,0,5.5,11.6667,0,0,0,0
5138777,1992,11918,1990,"US","WV",135255,2,8,36,6,63,5,5,1,0,0,5.6,5.4,0,0,0.2,0.2
3604799,1971,4274,1969,"US","IL",373720,2,,355,5,54,,1,,0,,4,,,,0,0
4444526,1984,8880,1981,"GR","",,5,22,405,6,64,10,1,0.2,0,0,12,76.8,,,,
4850862,1989,10798,1988,"US","PA",118905,2,8,432,6,66,7,20,0.4286,0.72,0.6667,5.25,38.8571,0,0,0,0
4421455,1983,8754,1981,"US","AZ",214815,2,39,415,5,53,36,3,0.8056,0.4444,0.692,9.6667,10.8286,0,0,0,0
5979985,1999,14557,1997,"DE","",728698,3,,297,6,65,4,0,1,,0,,11.25,0,0,,
5254404,1993,12345,1992,"JP","",211155,3,4,428,6,69,6,4,1,0.375,0.2778,3.5,7.6667,0.3333,0.3333,0,0
4942135,1990,11155,1989,"US","IL",597195,6,14,436,1,19,7,5,1,0.32,0.7347,5.8,8.7143,0.1667,0.1429,0,0
4849790,1989,10791,1986,"JP","",377950,3,38,399,5,54,10,10,1,0.78,0.46,6.3,5.9,0,0,0,0
5164009,1992,12009,1992,"US","HI",,1,10,118,1,12,9,4,0.5556,0.625,0.48,3,39.5556,,,,
4812449,1989,10665,1987,"US","CA",500830,2,18,514,3,31,3,11,1,0.6446,0.4444,7.5455,7.6667,0,0,0,0
3982310,1976,6115,1974,"GB","",268215,3,2,28,6,63,3,3,1,0,0,8,2.3333,0,0,0,0
4997466,1991,11386,1989,"US","NC",272755,2,13,55,1,13,15,2,0.6667,0,0.58,8,30,0,0,0.5,0.5
5940317,1999,14473,1998,"US","ID",373440,2,,365,2,24,24,0,1,,0.6632,,4.5417,0.4583,0.4583,,
4995701,1991,11379,1989,"US","NJ",459575,2,15,359,5,54,4,5,1,0.48,0,4.8,6.5,0.75,0.75,0,0
5883183,1999,14319,1995,"US","OH",75430,3,,524,1,15,56,0,0.9821,,0.7835,,16.0357,0.1739,0.1429,,
5402213,1995,12870,1993,"JP","",377950,3,12,399,5,54,5,11,1,0.1653,0.48,2.8182,3.4,0.4,0.4,0.5455,0.5455
3853525,1974,5457,1973,"US","PA",,1,,65,5,51,,14,,0.7041,,13.2143,,,,,
4533170,1985,9349,1983,"US","PA",,1,8,296,5,55,8,8,0.125,0.75,0,8.75,45.375,,,,
5022316,1991,11484,1989,"US","CA",,1,20,100,5,59,9,6,0.6667,0.6111,0.5,4.6667,19.6667,,,,
4851305,1989,10798,1988,"US","MN",226875,2,20,429,4,45,6,7,0.8333,0,0,5.5714,11.8333,0,0,0,0
4234635,1980,7627,1979,"CA","",531400,3,5,428,6,69,2,5,1,0.64,0.5,11.4,14,0,0,0,0
5328960,1994,12611,1992,"US","PA",381140,2,9,525,1,15,39,0,0.9231,,0.6358,,15.7436,0.0303,0.0256,,
3255569,1966,2356,,"US","KS",,4,,53,6,68,,2,,0,,,,,,,
4382110,1983,8523,1981,"JP","",503820,3,4,428,6,69,1,4,1,0.375,0,5.25,3,0,0,0,0
5140103,1992,11918,1989,"US","WA",619075,2,6,530,1,15,5,18,1,0.5679,0,6.6667,12.2,0,0,0.5294,0.5
4458624,1984,8957,1982,"US","PA",497985,2,10,116,6,69,7,1,0.4286,0,0,13,28.4286,0,0,0,0
5541123,1996,13360,1995,"US","CA",514150,2,16,438,4,46,22,0,1,,0.3512,,6.2727,0.0455,0.0455,,
3843301,1974,5408,1973,"JP","",515955,3,,425,5,51,,12,,0.5833,,6,,,,0.3636,0.3333
4332626,1982,8187,1981,"US","TX",450155,2,16,134,6,69,10,4,0.6,0.625,0.7778,3.5,28.5,0,0,0,0
5979965,1999,14557,1997,"JP","",692907,3,,296,5,55,7,0,1,,0.7755,,11.8571,0.1429,0.1429,,
5005174,1991,11414,1990,"US","MA",147695,2,18,714,2,22,17,29,1,0.6873,0.5536,3.5172,9.7647,0,0,0.0714,0.069
4707629,1987,10182,1986,"US","MN",,1,16,310,4,45,16,6,0.3125,0.2778,0.56,5.6667,40,,,,
4057975,1977,6528,1976,"US","NY",90590,2,6,62,6,69,7,4,0.7143,0.375,0,4.25,12.1429,0,0,0.75,0.75
5730220,1998,13962,1996,"US","NY",738925,2,10,166,6,64,6,2,0.8333,0.5,0,2,19.6667,0,0,1,1
5723555,1998,13941,1996,"US","PA",450155,2,16,526,1,15,12,0,1,,0.625,,13.75,0.2727,0.25,,
4097867,1978,6752,1975,"US","FL",,1,2,343,2,21,7,16,0.7143,0.1172,0,11.5625,12.8571,,,,
5775394,1998,14067,1997,"CA","",725101,3,58,112,6,63,24,1,0.5,0,0.7222,0,34.1667,0.3333,0.0833,0,0
3768869,1973,5051,1972,"US","MO",616450,2,,303,5,53,,4,,0.375,,4,,,,0.25,0.25
5974937,1999,14550,1998,"US","MO",137940,2,,86,5,59,16,0,0.625,,0.68,,36.4375,0,0,,
4544112,1985,9405,1984,"US","CA",26355,2,8,242,5,51,16,7,0.875,0.449,0.7347,3.4286,14.875,0.1111,0.0625,0,0
4588234,1986,9629,1985,"US","MI",219155,2,1,384,5,59,4,0,0.75,,0.4444,,11.25,1,0.75,,
4195077,1980,7389,1978,"GB","",454215,2,4,424,3,31,6,25,0.8333,0.7008,0.72,11.2,15,0,0,0,0
3979916,1976,6101,1975,"US","NJ",201055,2,10,405,6,64,2,6,1,0.2778,0.5,11.1667,1.5,1,1,0,0
5899890,1999,14368,1996,"US","CA",365520,2,,604,3,32,12,0,1,,0.5139,,10.25,0,0,,
4179799,1979,7298,1978,"US","OH",597180,6,1,29,5,52,6,3,0.8333,0.4444,0.56,12,7.8333,0,0,0.3333,0.3333
4551342,1985,9440,1983,"US","IN",454215,2,32,426,6,61,22,30,0.5455,0.3378,0.4444,6.5333,18.5455,0.1,0.0455,0.5,0.5
4850036,1989,10791,1987,"US","NJ",706518,2,17,455,2,21,5,47,1,0.6338,0.56,5.6809,8.2,0.2,0.2,0.0426,0.0426
5869799,1999,14284,1997,"JP","",307605,3,,219,4,49,4,0,1,,0,,5.5,0.25,0.25,,
3462670,1969,3518,1966,"US","MA",280650,2,,318,4,45,,8,,0.6563,,18.125,,,,0,0
5456207,1995,13066,1994,"US","CA",597270,6,23,117,1,19,4,2,1,0.5,0.375,1.5,5.5,0,0,0,0
4109697,1978,6815,1977,"US","OH",228390,2,11,152,5,55,6,3,0.1667,0.6667,0,8,25,0,0,0,0
4904179,1990,11015,1986,"US","NY",90590,2,5,431,6,66,18,10,0.8333,0.64,0.5156,8.4,19.9444,0,0,0.3,0.3
5667540,1997,13773,1996,"US","WI",377880,2,33,51,5,59,104,1,0.9615,0,0.8568,1,13.7596,0.3947,0.2885,1,1
5738075,1998,13983,1997,"US","IL",92420,2,20,123,5,53,101,3,1,0.4444,0.7068,0,12.7525,0.0494,0.0396,0.6667,0.6667
4919301,1990,11071,1989,"US","KY",177030,2,26,137,6,69,6,0,1,,0.7222,,5.5,0,0,,
5965514,1999,14529,1996,"US","OH",454215,2,,510,1,19,21,0,1,,0.254,,13.5238,0.4762,0.4762,,
5970303,1999,14536,1994,"US","NY",635240,2,,399,5,54,16,0,1,,0,,11.9375,0.125,0.125,,
5052193,1991,11596,1990,"US","NY",219155,2,6,62,6,69,5,7,1,0.4082,0,3.8571,10.8,0.2,0.2,0.2857,0.2857
5564653,1996,13437,1994,"US","NY",,1,6,244,5,55,8,0,0.5,,0.625,,33.5,,,,
5593567,1997,13528,1995,"US","CA",,1,40,208,1,19,124,4,0.8306,0.75,0.6711,2.5,20.25,,,,
4363904,1982,8383,1981,"US","NJ",595200,2,7,526,1,15,8,20,0.875,0.76,0.6122,9.9,9.125,0.4,0.25,0,0
5128656,1992,11876,1990,"JP","",684033,3,13,340,2,21,7,2,1,0.5,0,4.5,12.1429,0,0,0,0
5545193,1996,13374,1995,"US","CA",177830,2,7,607,3,32,34,43,0.9706,0.5224,0.6648,1.2093,7.3824,0.0741,0.0588,0.0238,0.0233
3979983,1976,6101,1974,"US","WA",601005,2,6,83,5,51,11,1,0.7273,0,0.6563,18,17.4545,0,0,0,0
5043052,1991,11561,1989,"JP","",399985,3,31,204,1,19,11,4,0.4545,0.375,0.56,2.5,26.2727,0,0,1,1
3915066,1975,5779,1973,"DE","",144285,3,4,91,5,53,2,10,1,0.5,0.5,4.5,1,0.5,0.5,0.1,0.1
