Pais,Anho,NumPatentes,TotalCitas,MediaCitas,MaxCitas
India,1990,13,62,4.769230769230769,23
India,1991,15,105,7.0,53
India,1992,19,72,3.789473684210526,30
India,1993,17,88,5.176470588235294,31
India,1994,20,106,5.3,31
India,1995,26,63,2.423076923076923,9
India,1996,17,45,2.6470588235294117,8
India,1997,11,21,1.9090909090909092,4
India,1998,17,22,1.2941176470588236,2
India,1999,1,3,3.0,3
Indonesia,1966,4,24,6.0,16
Indonesia,1967,11,22,2.0,4
Indonesia,1968,19,63,3.3157894736842106,13
Indonesia,1971,2,4,2.0,3
Indonesia,1972,1,1,1.0,1
Indonesia,1973,6,15,2.5,4
Indonesia,1974,7,32,4.571428571428571,9
Indonesia,1976,1,3,3.0,3
Indonesia,1978,2,6,3.0,4
Indonesia,1979,1,2,2.0,2
Indonesia,1980,1,4,4.0,4
Indonesia,1981,1,9,9.0,9
Indonesia,1982,1,2,2.0,2
